Plate	Well	GeneID	Entrez_gene_ID	sublib
5	M21	ASNS	440	MET
5	M22	DHFR	1719	MET
5	M23	plk1		
5	M24	plk1		
5	N01	plk1		
5	N02	plk1		
5	N03	GPD1	2819	MET
5	N04	NP	4860	MET
5	N05	GPD2	2820	MET
5	N06	NRAS	4893	MET
5	N07	GPI	2821	MET
5	N08	OAT	4942	MET
5	N09	MKNK2	2872	MET
5	N10	ODC1	4953	MET
5	N11	GPT	2875	MET
5	N12	OGDH	4967	MET
5	N13	GRB2	2885	MET
5	N14	OTC	5009	MET
5	N15	RAPGEF1	2889	MET
5	N16	OVGP1	5016	MET
5	N17	GRM2	2912	MET
5	N18	OXCT1	5019	MET
5	N19	GRM3	2913	MET
5	N20	PAFAH1B1	5048	MET
5	N21	GRM4	2914	MET
5	N22	PAH	5053	MET
5	N23	plk1		
5	N24	plk1		
5	O01	plk1		
5	O02	plk1		
5	O03	ASPA	443	MET
5	O04	DHODH	1723	MET
5	O05	ASS	445	MET
5	O06	DLAT	1737	MET
5	O07	ATIC	471	MET
5	O08	DLD	1738	MET
5	O09	ATP5A1	498	MET
5	O10	DLST	1743	MET
5	O11	ALDH7A1	501	MET
5	O12	SARDH	1757	MET
5	O13	ATP5B	506	MET
5	O14	DYNC1H1	1778	MET
5	O15	ATP5C1	509	MET
5	O16	ECHS1	1892	MET
5	O17	ATP5D	513	MET
5	O18	EGF	1950	MET
5	O19	ATP5E	514	MET
5	O20	EGFR	1956	MET
5	O21	ATP5F1	515	MET
5	O22	EHHADH	1962	MET
5	O23	plk1		
5	O24	plk1		
5	P01	plk1		
5	P02	plk1		
5	P03	GRM7	2917	MET
5	P04	PAX2	5076	MET
5	P05	GSK3B	2932	MET
5	P06	PBX1	5087	MET
5	P07	GSR	2936	MET
5	P08	PC	5091	MET
5	P09	GYS1	2997	MET
5	P10	PCCB	5096	MET
5	P11	GYS2	2998	MET
5	P12	PCK1	5105	MET
5	P13	HADH2	3028	MET
5	P14	PCK2	5106	MET
5	P15	HADHA	3030	MET
5	P16	PDE3A	5139	MET
5	P17	HADHB	3032	MET
5	P18	PDE3B	5140	MET
5	P19	HADHSC	3033	MET
5	P20	PDGFA	5154	MET
5	P21	HAL	3034	MET
5	P22	PDGFB	5155	MET
5	P23	plk1		
5	P24	plk1		
6	A01	allstar		
6	A02	allstar		
6	A03	PDGFRA	5156	MET
6	A04	PRPSAP2	5636	MET
6	A05	PDHA1	5160	MET
6	A06	PSPH	5723	MET
6	A07	PDHA2	5161	MET
6	A08	PTEN	5728	MET
6	A09	PDHB	5162	MET
6	A10	PTPN1	5770	MET
6	A11	PDK1	5163	MET
6	A12	PTPRF	5792	MET
6	A13	PDPK1	5170	MET
6	A14	PYCR1	5831	MET
6	A15	PEX7	5191	MET
6	A16	PYCS	5832	MET
6	A17	PFAS	5198	MET
6	A18	PYGB	5834	MET
6	A19	PFKFB1	5207	MET
6	A20	PYGL	5836	MET
6	A21	PFKFB3	5209	MET
6	A22	PYGM	5837	MET
6	A23	allstar		
6	A24	allstar		
6	B01	allstar		
6	B02	allstar		
6	B03	BBOX1	8424	MET
6	B04	KIAA0433	23262	MET
6	B05	PIK3R3	8503	MET
6	B06	EXOC7	23265	MET
6	B07	LIPF	8513	MET
6	B08	MLYCD	23417	MET
6	B09	DGKD	8527	MET
6	B10	RHOQ	23433	MET
6	B11	CHST1	8534	MET
6	B12	GCAT	23464	MET
6	B13	KMO	8564	MET
6	B14	NNT	23530	MET
6	B15	MKNK1	8569	MET
6	B16	P101-PI3K	23533	MET
6	B17	SLC25A12	8604	MET
6	B18	PIGN	23556	MET
6	B19	SOCS1	8651	MET
6	B20	DDAH2	23564	MET
6	B21	DNCL1	8655	MET
6	B22	DDAH1	23576	MET
6	B23	allstar		
6	B24	allstar		
6	C01	allstar		
6	C02	allstar		
6	C03	PFKFB4	5210	MET
6	C04	QDPR	5860	MET
6	C05	PFKL	5211	MET
6	C06	RAF1	5894	MET
6	C07	PFKM	5213	MET
6	C08	RBBP4	5928	MET
6	C09	PFKP	5214	MET
6	C10	RENBP	5973	MET
6	C11	PGAM1	5223	MET
6	C12	RHEB	6009	MET
6	C13	PGAM2	5224	MET
6	C14	RORC	6097	MET
6	C15	PGD	5226	MET
6	C16	RPE	6120	MET
6	C17	PGK1	5230	MET
6	C18	RPS6	6194	MET
6	C19	PGK2	5232	MET
6	C20	RPS6KB1	6198	MET
6	C21	PGM1	5236	MET
6	C22	RRM2	6241	MET
6	C23	allstar		
6	C24	allstar		
6	D01	allstar		
6	D02	allstar		
6	D03	BECN1	8678	MET
6	D04	CBLC	23624	MET
6	D05	DGAT1	8694	MET
6	D06	PISD	23761	MET
6	D07	GPAA1	8733	MET
6	D08	MTCH1	23787	MET
6	D09	FADD	8772	MET
6	D10	MTCH2	23788	MET
6	D11	MTMR1	8776	MET
6	D12	SHC2	25759	MET
6	D13	SUCLG2	8801	MET
6	D14	PGLS	25796	MET
6	D15	SUCLG1	8802	MET
6	D16	MTO1	25821	MET
6	D17	SUCLA2	8803	MET
6	D18	TXN2	25828	MET
6	D19	DPM1	8813	MET
6	D20	ARH	26119	MET
6	D21	DPM2	8818	MET
6	D22	PHGDH	26227	MET
6	D23	allstar		
6	D24	allstar		
6	E01	sicon1		
6	E02	sicon1		
6	E03	PGM3	5238	MET
6	E04	SAT	6303	MET
6	E05	SLC25A3	5250	MET
6	E06	SDHA	6389	MET
6	E07	PHKA1	5255	MET
6	E08	SDHB	6390	MET
6	E09	PHKA2	5256	MET
6	E10	SDHC	6391	MET
6	E11	PHKB	5257	MET
6	E12	SDHD	6392	MET
6	E13	PHKG1	5260	MET
6	E14	SHC1	6464	MET
6	E15	PHKG2	5261	MET
6	E16	SHMT2	6472	MET
6	E17	PIGA	5277	MET
6	E18	SLC2A1	6513	MET
6	E19	PIGC	5279	MET
6	E20	SLC2A2	6514	MET
6	E21	PIGF	5281	MET
6	E22	SLC2A3	6515	MET
6	E23	sicon1		
6	E24	sicon1		
6	F01	sicon1		
6	F02	sicon1		
6	F03	GMPS	8833	MET
6	F04	B3GAT3	26229	MET
6	F05	SOCS2	8835	MET
6	F06	AK5	26289	MET
6	F07	CFLAR	8837	MET
6	F08	GAPDS	26330	MET
6	F09	ALDH1A2	8854	MET
6	F10	ATP5S	27109	MET
6	F11	SGPL1	8879	MET
6	F12	CHIA	27159	MET
6	F13	MTMR2	8898	MET
6	F14	ASAHL	27163	MET
6	F15	CDK5R2	8941	MET
6	F16	GLS2	27165	MET
6	F17	SLC25A14	9016	MET
6	F18	COQ2	27235	MET
6	F19	SOCS3	9021	MET
6	F20	ANGPTL3	27329	MET
6	F21	PIGQ	9091	MET
6	F22	MAT2B	27430	MET
6	F23	sicon1		
6	F24	sicon1		
6	G01	sicon1		
6	G02	sicon1		
6	G03	PIGH	5283	MET
6	G04	SLC2A5	6518	MET
6	G05	PIK3C2A	5286	MET
6	G06	SLC16A1	6566	MET
6	G07	PIK3C3	5289	MET
6	G08	SLC25A1	6576	MET
6	G09	PIK3CA	5290	MET
6	G10	SLC22A4	6583	MET
6	G11	PIK3CB	5291	MET
6	G12	SLC22A5	6584	MET
6	G13	PIK3CD	5293	MET
6	G14	SMS	6611	MET
6	G15	PIK3CG	5294	MET
6	G16	SOS1	6654	MET
6	G17	PIK3R1	5295	MET
6	G18	SOS2	6655	MET
6	G19	PIK3R2	5296	MET
6	G20	UAP1	6675	MET
6	G21	PITX2	5308	MET
6	G22	SRC	6714	MET
6	G23	sicon1		
6	G24	sicon1		
6	H01	sicon1		
6	H02	sicon1		
6	H03	MTMR6	9107	MET
6	H04	ACAD9	28976	MET
6	H05	COX7A2L	9167	MET
6	H06	PYCR2	29920	MET
6	H07	TRIP10	9322	MET
6	H08	NME7	29922	MET
6	H09	COX5A	9377	MET
6	H10	SLC25A24	29957	MET
6	H11	EIF4E2	9470	MET
6	H12	SLC2A8	29988	MET
6	H13	SLC25A27	9481	MET
6	H14	SOCS7	30837	MET
6	H15	PIGL	9487	MET
6	H16	RRM2B	50484	MET
6	H17	PIGB	9488	MET
6	H18	AK3L1	50808	MET
6	H19	CREB5	9586	MET
6	H20	DERA	51071	MET
6	H21	GDA	9615	MET
6	H22	MMRP19	51074	MET
6	H23	sicon1		
6	H24	sicon1		
6	I01	KRAS		
6	I02	KRAS		
6	I03	PKLR	5313	MET
6	I04	SREBF1	6720	MET
6	I05	PKM2	5315	MET
6	I06	SRM	6723	MET
6	I07	PLAUR	5329	MET
6	I08	STK11	6794	MET
6	I09	PLD2	5338	MET
6	I10	SUOX	6821	MET
6	I11	PMAIP1	5366	MET
6	I12	SUV39H1	6839	MET
6	I13	PMM2	5373	MET
6	I14	SYT1	6857	MET
6	I15	PNLIP	5406	MET
6	I16	TALDO1	6888	MET
6	I17	PNLIPRP2	5408	MET
6	I18	TAZ	6901	MET
6	I19	PPAT	5471	MET
6	I20	TGM2	7052	MET
6	I21	PPID	5481	MET
6	I22	TKT	7086	MET
6	I23	KRAS		
6	I24	KRAS		
6	J01	KRAS		
6	J02	KRAS		
6	J03	KIAA0377	9677	MET
6	J04	WBSCR14	51085	MET
6	J05	HDAC9	9734	MET
6	J06	HSD17B12	51144	MET
6	J07	GFPT2	9945	MET
6	J08	DSCR5	51227	MET
6	J09	AKT3	10000	MET
6	J10	PIPOX	51268	MET
6	J11	GNPDA1	10007	MET
6	J12	GMPR2	51292	MET
6	J13	GNE	10020	MET
6	J14	SLC25A37	51312	MET
6	J15	PIGK	10026	MET
6	J16	PRKAG2	51422	MET
6	J17	SLC25A13	10165	MET
6	J18	SNX9	51429	MET
6	J19	SLC25A15	10166	MET
6	J20	PIGT	51604	MET
6	J21	NME6	10201	MET
6	J22	UMP-CMPK	51727	MET
6	J23	KRAS		
6	J24	KRAS		
6	K01	KRAS		
6	K02	KRAS		
6	K03	PPOX	5498	MET
6	K04	CLDN5	7122	MET
6	K05	PPP1CA	5499	MET
6	K06	TNF	7124	MET
6	K07	PPP1CC	5501	MET
6	K08	TPI1	7167	MET
6	K09	PPP1R3C	5507	MET
6	K10	TSGC1	7248	MET
6	K11	PPP1R3D	5509	MET
6	K12	TSGC2	7249	MET
6	K13	PRKAA1	5562	MET
6	K14	TXNRD1	7296	MET
6	K15	PRKAA2	5563	MET
6	K16	TYMS	7298	MET
6	K17	PRKAB1	5564	MET
6	K18	UCP1	7350	MET
6	K19	PRKAB2	5565	MET
6	K20	UCP2	7351	MET
6	K21	PRKACA	5566	MET
6	K22	UCP3	7352	MET
6	K23	KRAS		
6	K24	KRAS		
6	L01	KRAS		
6	L02	KRAS		
6	L03	FLOT1	10211	MET
6	L04	ATP8A2	51761	MET
6	L05	PEMT	10400	MET
6	L06	SKIP	51763	MET
6	L07	ACAA2	10449	MET
6	L08	COQ3	51805	MET
6	L09	ATP5H	10476	MET
6	L10	SHC3	53358	MET
6	L11	SLC25A17	10478	MET
6	L12	PRKAG3	53632	MET
6	L13	SLC9A6	10479	MET
6	L14	NANS	54187	MET
6	L15	CAP2	10486	MET
6	L16	DPM3	54344	MET
6	L17	CAP1	10487	MET
6	L18	UGT2B28	54490	MET
6	L19	CREB3	10488	MET
6	L20	PRMT7	54496	MET
6	L21	SORBS1	10580	MET
6	L22	SMOX	54498	MET
6	L23	KRAS		
6	L24	KRAS		
6	M01	plk1		
6	M02	plk1		
6	M03	PRKACB	5567	MET
6	M04	SLC35A2	7355	MET
6	M05	PRKACG	5568	MET
6	M06	UGDH	7358	MET
6	M07	PRKAG1	5571	MET
6	M08	UGP2	7360	MET
6	M09	PRKAR1A	5573	MET
6	M10	UGT2B4	7363	MET
6	M11	PRKAR1B	5575	MET
6	M12	UGT2B7	7364	MET
6	M13	PRKAR2A	5576	MET
6	M14	UGT2B10	7365	MET
6	M15	PRKAR2B	5577	MET
6	M16	UGT2B15	7366	MET
6	M17	PRKCI	5584	MET
6	M18	UGT2B17	7367	MET
6	M19	PRKCZ	5590	MET
6	M20	UMPS	7372	MET
6	M21	MAPK1	5594	MET
6	M22	UQCRFS1	7386	MET
6	M23	plk1		
6	M24	plk1		
6	N01	plk1		
6	N02	plk1		
6	N03	TXNRD2	10587	MET
6	N04	UGT1A10	54575	MET
6	N05	APS	10603	MET
6	N06	UGT1A8	54576	MET
6	N07	PAICS	10606	MET
6	N08	UGT1A6	54578	MET
6	N09	ATP5L	10632	MET
6	N10	CROT	54677	MET
6	N11	FTCD	10841	MET
6	N12	FLJ20265	54872	MET
6	N13	ME3	10873	MET
6	N14	ELOVL2	54898	MET
6	N15	UGT2A1	10941	MET
6	N16	FLJ20522	54965	MET
6	N17	UQCR	10975	MET
6	N18	FLJ20604	54995	MET
6	N19	ILVBL	10994	MET
6	N20	SLC25A36	55186	MET
6	N21	SLC27A3	11000	MET
6	N22	TMLHE	55217	MET
6	N23	plk1		
6	N24	plk1		
6	O01	plk1		
6	O02	plk1		
6	O03	MAPK8	5599	MET
6	O04	UVRAG	7405	MET
6	O05	MAPK9	5601	MET
6	O06	XDH	7498	MET
6	O07	MAPK10	5602	MET
6	O08	CXCR4	7852	MET
6	O09	MAP2K1	5604	MET
6	O10	ALDH5A1	7915	MET
6	O11	MAP2K2	5605	MET
6	O12	SLC25A16	8034	MET
6	O13	PRKX	5613	MET
6	O14	SLC7A5	8140	MET
6	O15	PRKY	5616	MET
6	O16	ACOX2	8309	MET
6	O17	PRODH	5625	MET
6	O18	NME5	8382	MET
6	O19	PRPS1	5631	MET
6	O20	SLC25A11	8402	MET
6	O21	PRPS2	5634	MET
6	O22	ULK1	8408	MET
6	O23	plk1		
6	O24	plk1		
6	P01	plk1		
6	P02	plk1		
6	P03	HIBADH	11112	MET
6	P04	PGM2	55276	MET
6	P05	SLC2A6	11182	MET
6	P06	CHDH	55349	MET
6	P07	INMT	11185	MET
6	P08	SLC22A15	55356	MET
6	P09	CHEK2	11200	MET
6	P10	NAGK	55577	MET
6	P11	AKAP10	11216	MET
6	P12	ALDDRL6	55586	MET
6	P13	HSGT1	11319	MET
6	P14	FLJ20477	55650	MET
6	P15	GABARAP	11337	MET
6	P16	HIF1AN	55662	MET
6	P17	RPIA	22934	MET
6	P18	CMAS	55907	MET
6	P19	SNX13	23161	MET
6	P20	DAP13	55967	MET
6	P21	SLC35D1	23169	MET
6	P22	SLC2A9	56606	MET
6	P23	plk1		
6	P24	plk1		
7	A01	allstar		
7	A02	allstar		
7	A03	Raptor	57521	MET
7	A04	RALP	399694	MET
7	A05	G6PC2	57818	MET
7	A06	MCART6	401612	MET
7	A07	SLC25A19	60386	MET
7	A08			
7	A09	MCCC2	64087	MET
7	A10			
7	A11	FN3K	64122	MET
7	A12			
7	A13	GBL	64223	MET
7	A14			
7	A15	CREB3L2	64764	MET
7	A16			
7	A17	C9ORF12	64768	MET
7	A18			
7	A19	GNPNAT1	64841	MET
7	A20			
7	A21	AGXT2L1	64850	MET
7	A22			
7	A23	allstar		
7	A24	allstar		
7	B01	allstar		
7	B02	allstar		
7	B03	UNG	7374	DDR
7	B04	BTBD12	84464	DDR
7	B05	SMUG1	23583	DDR
7	B06	GEN1	348654	DDR
7	B07	MBD4	8930	DDR
7	B08	XRCC6	2547	DDR
7	B09	TDG	6996	DDR
7	B10	XRCC5	7520	DDR
7	B11	OGG1	4968	DDR
7	B12	PRKDC	5591	DDR
7	B13	MUTYH	4595	DDR
7	B14	LIG4	3981	DDR
7	B15	NTHL1	4913	DDR
7	B16	XRCC4	7518	DDR
7	B17	MPG	4350	DDR
7	B18	DCLRE1C	64421	DDR
7	B19	NEIL1	79661	DDR
7	B20	NHEJ1	79840	DDR
7	B21	NEIL2	252969	DDR
7	B22	NUDT1	4521	DDR
7	B23	allstar		
7	B24	allstar		
7	C01	allstar		
7	C02	allstar		
7	C03	AGXT2	64902	MET
7	C04	ATRIP	84126	DDR
7	C05	PYCRL	65263	MET
7	C06	TOPBP1	11073	DDR
7	C07	SLC2A11	66035	MET
7	C08	CLK2	1196	DDR
7	C09	SLC25A23	79085	MET
7	C10	PER1	5187	DDR
7	C11	PPP1R3B	79660	MET
7	C12	CDK5	1020	DDR
7	C13	SLC25A22	79751	MET
7	C14	PTEN	5728	DDR
7	C15	FLJ21934	79799	MET
7	C16			
7	C17	EHMT1	79813	MET
7	C18			
7	C19	AGMAT	79814	MET
7	C20			
7	C21	PGAP1	80055	MET
7	C22			
7	C23	allstar		
7	C24	allstar		
7	D01	allstar		
7	D02	allstar		
7	D03	NEIL3	55247	DDR
7	D04	DUT	1854	DDR
7	D05	APEX1	328	DDR
7	D06	RRM2B	50484	DDR
7	D07	APEX2	27301	DDR
7	D08	POLB	5423	DDR
7	D09	LIG3	3980	DDR
7	D10	POLG	5428	DDR
7	D11	XRCC1	7515	DDR
7	D12	POLD1	5424	DDR
7	D13	PNKP	11284	DDR
7	D14	POLE	5426	DDR
7	D15	PARP1	142	DDR
7	D16	PCNA	5111	DDR
7	D17	PARP2	10038	DDR
7	D18	REV3L	5980	DDR
7	D19	MGMT	4255	DDR
7	D20	MAD2L2	10459	DDR
7	D21	ALKBH2	121642	DDR
7	D22	REV1	51455	DDR
7	D23	allstar		
7	D24	allstar		
7	E01	sicon1		
7	E02	sicon1		
7	E03	ASRGL1	80150	MET
7	E04			
7	E05	SMP3	80235	MET
7	E06			
7	E07	ADPN	80339	MET
7	E08			
7	E09	MGC5601	80724	MET
7	E10			
7	E11	NPL	80896	MET
7	E12			
7	E13	SLC2A10	81031	MET
7	E14			
7	E15	MFTC	81034	MET
7	E16			
7	E17	SFXN3	81855	MET
7	E18			
7	E19	SLC25A28	81894	MET
7	E20			
7	E21	ELOVL3	83401	MET
7	E22			
7	E23	sicon1		
7	E24	sicon1		
7	F01	sicon1		
7	F02	sicon1		
7	F03	ALKBH3	221120	DDR
7	F04	POLH	5429	DDR
7	F05	TDP1	55775	DDR
7	F06	POLI	11201	DDR
7	F07	MSH2	4436	DDR
7	F08	POLQ	10721	DDR
7	F09	MSH3	4437	DDR
7	F10	POLK	51426	DDR
7	F11	MSH6	2956	DDR
7	F12	POLL	27343	DDR
7	F13	MLH1	4292	DDR
7	F14	POLM	27434	DDR
7	F15	PMS2	5395	DDR
7	F16	POLN	353497	DDR
7	F17	MSH4	4438	DDR
7	F18	FEN1	2237	DDR
7	F19	MSH5	4439	DDR
7	F20	MTMR15	22909	DDR
7	F21	MLH3	27030	DDR
7	F22	TREX1	11277	DDR
7	F23	sicon1		
7	F24	sicon1		
7	G01	sicon1		
7	G02	sicon1		
7	G03	SLC25A18	83733	MET
7	G04			
7	G05	SLC25A2	83884	MET
7	G06			
7	G07	DGAT2	84649	MET
7	G08			
7	G09	MCEE	84693	MET
7	G10			
7	G11	CREB3L3	84699	MET
7	G12			
7	G13	GPT2	84706	MET
7	G14			
7	G15	PIGO	84720	MET
7	G16			
7	G17	KIAA1959	84959	MET
7	G18			
7	G19	MGC14156	84992	MET
7	G20			
7	G21	SLC22A16	85413	MET
7	G22			
7	G23	sicon1		
7	G24	sicon1		
7	H01	sicon1		
7	H02	sicon1		
7	H03	PMS1	5378	DDR
7	H04	TREX2	11219	DDR
7	H05	XPC	7508	DDR
7	H06	EXO1	9156	DDR
7	H07	RAD23B	5887	DDR
7	H08	APTX	54840	DDR
7	H09	CETN2	1069	DDR
7	H10	TDP2	51567	DDR
7	H11	RAD23A	5886	DDR
7	H12	SPO11	23626	DDR
7	H13	XPA	7507	DDR
7	H14	FLJ35220	284131	DDR
7	H15	RPA1	6117	DDR
7	H16	UBE2A	7319	DDR
7	H17	RPA2	6118	DDR
7	H18	UBE2B	7320	DDR
7	H19	RPA3	6119	DDR
7	H20	RAD18	56852	DDR
7	H21	ERCC3	2071	DDR
7	H22	UBE2V2	7336	DDR
7	H23	sicon1		
7	H24	sicon1		
7	I01	KRAS		
7	I02	KRAS		
7	I03	SLC25A21	89874	MET
7	I04			
7	I05	CREB3L1	90993	MET
7	I06			
7	I07	ACY-3	91703	MET
7	I08			
7	I09	MCART1	92014	MET
7	I10			
7	I11	LDHAL6B	92483	MET
7	I12			
7	I13	PIGM	93183	MET
7	I14			
7	I15	PIGS	94005	MET
7	I16			
7	I17	SFXN1	94081	MET
7	I18			
7	I19	SFXN5	94097	MET
7	I20			
7	I21	SAT2	112483	MET
7	I22			
7	I23	KRAS		
7	I24	KRAS		
7	J01	KRAS		
7	J02	KRAS		
7	J03	ERCC2	2068	DDR
7	J04	UBE2N	7334	DDR
7	J05	GTF2H1	2965	DDR
7	J06	H2AFX	3014	DDR
7	J07	GTF2H2	2966	DDR
7	J08	CHAF1A	10036	DDR
7	J09	GTF2H3	2967	DDR
7	J10	SETMAR	6419	DDR
7	J11	GTF2H4	2968	DDR
7	J12	BLM	641	DDR
7	J13	GTF2H5	404672	DDR
7	J14	WRN	7486	DDR
7	J15	CDK7	1022	DDR
7	J16	RECQL4	9401	DDR
7	J17	CCNH	902	DDR
7	J18	ATM	472	DDR
7	J19	MNAT1	4331	DDR
7	J20	C7ORF11	136647	DDR
7	J21	ERCC5	2073	DDR
7	J22	FANCA	2175	DDR
7	J23	KRAS		
7	J24	KRAS		
7	K01	KRAS		
7	K02	KRAS		
7	K03	WBSCR22	114049	MET
7	K04			
7	K05	SLC2A13	114134	MET
7	K06			
7	K07	SLC25A25	114789	MET
7	K08			
7	K09	SLC25A26	115286	MET
7	K10			
7	K11	IHPK3	117283	MET
7	K12			
7	K13	SFXN2	118980	MET
7	K14			
7	K15	SFXN4	119559	MET
7	K16			
7	K17	TPH2	121278	MET
7	K18			
7	K19	AK7	122481	MET
7	K20			
7	K21	SOCS4	122809	MET
7	K22			
7	K23	KRAS		
7	K24	KRAS		
7	L01	KRAS		
7	L02	KRAS		
7	L03	ERCC1	2067	DDR
7	L04	FANCB	2187	DDR
7	L05	ERCC4	2072	DDR
7	L06	FANCC	2176	DDR
7	L07	LIG1	3978	DDR
7	L08	FANCD2	2177	DDR
7	L09	ERCC8	1161	DDR
7	L10	FANCE	2178	DDR
7	L11	ERCC6	2074	DDR
7	L12	FANCF	2188	DDR
7	L13	XAB2	56949	DDR
7	L14	FANCG	2189	DDR
7	L15	DDB1	1642	DDR
7	L16	FANCI	55215	DDR
7	L17	DDB2	1643	DDR
7	L18	BRIP1	83990	DDR
7	L19	MMS19	64210	DDR
7	L20	FANCL	55120	DDR
7	L21	RAD51	5888	DDR
7	L22	FANCM	57697	DDR
7	L23	KRAS		
7	L24	KRAS		
7	M01	plk1		
7	M02	plk1		
7	M03	SLC25A29	123096	MET
7	M04			
7	M05	NTAN1	123803	MET
7	M06			
7	M07	CPT1C	126129	MET
7	M08			
7	M09	GNPDA2	132789	MET
7	M10			
7	M11	FLJ34658	133688	MET
7	M12			
7	M13	B3GAT2	135152	MET
7	M14			
7	M15	DKFZP586M1819	137964	MET
7	M16			
7	M17	CREB3L4	148327	MET
7	M18			
7	M19	SLC2A12	154091	MET
7	M20			
7	M21	LDHAL6A	160287	MET
7	M22			
7	M23	plk1		
7	M24	plk1		
7	N01	plk1		
7	N02	plk1		
7	N03	RAD51L1	5890	DDR
7	N04	PALB2	79728	DDR
7	N05	RAD51C	5889	DDR
7	N06	C19orf40	91442	DDR
7	N07	RAD51L3	5892	DDR
7	N08	DCLRE1A	9937	DDR
7	N09	DMC1	11144	DDR
7	N10	DCLRE1B	64858	DDR
7	N11	XRCC2	7516	DDR
7	N12	RPA4	29935	DDR
7	N13	XRCC3	7517	DDR
7	N14	RECQL	5965	DDR
7	N15	RAD52	5893	DDR
7	N16	RECQL5	9400	DDR
7	N17	RAD54L	8438	DDR
7	N18	HEL308	113510	DDR
7	N19	RAD54B	25788	DDR
7	N20	RDM1	201299	DDR
7	N21	BRCA1	672	DDR
7	N22	OBFC2B	79035	DDR
7	N23	plk1		
7	N24	plk1		
7	O01	plk1		
7	O02	plk1		
7	O03	CAGLP	163688	MET
7	O04			
7	O05	CLYBL	171425	MET
7	O06			
7	O07	ADCY4	196883	MET
7	O08			
7	O09	PRPS1L1	221823	MET
7	O10			
7	O11	RICTOR	253260	MET
7	O12			
7	O13	SLC25A30	253512	MET
7	O14			
7	O15	PGM2L1	283209	MET
7	O16			
7	O17	PIGW	284098	MET
7	O18			
7	O19	PHGDHL1	337867	MET
7	O20			
7	O21	SLC25A35	399512	MET
7	O22			
7	O23	plk1		
7	O24	plk1		
7	P01	plk1		
7	P02	plk1		
7	P03	BRCA2	675	DDR
7	P04	ATR	545	DDR
7	P05	SHFM1	7979	DDR
7	P06	MDC1	9656	DDR
7	P07	RAD50	10111	DDR
7	P08	RAD1	5810	DDR
7	P09	MRE11A	4361	DDR
7	P10	RAD9A	5883	DDR
7	P11	NBN	4683	DDR
7	P12	HUS1	3364	DDR
7	P13	RBBP8	5932	DDR
7	P14	RAD17	5884	DDR
7	P15	MUS81	80198	DDR
7	P16	CHEK1	1111	DDR
7	P17	EME1	146956	DDR
7	P18	CHEK2	11200	DDR
7	P19	EME2	197342	DDR
7	P20	TP53	7157	DDR
7	P21	GIYD1	548593	DDR
7	P22	TP53BP1	7158	DDR
7	P23	plk1		
7	P24	plk1		
