Plate	Well	GeneID	EntrezGene_ID	sublib
3	M11	FLJ34658	133688	MET
3	M12			
3	M13	B3GAT2	135152	MET
3	M14			
3	M15	DKFZP586M1819	137964	MET
3	M16			
3	M17	CREB3L4	148327	MET
3	M18			
3	M19	SLC2A12	154091	MET
3	M20			
3	M21	LDHAL6A	160287	MET
3	M22			
3	M23			
3	M24			
3	N01			
3	N02			
3	N03			
3	N04			
3	N05			
3	N06			
3	N07			
3	N08			
3	N09			
3	N10			
3	N11			
3	N12			
3	N13			
3	N14			
3	N15			
3	N16			
3	N17			
3	N18			
3	N19			
3	N20			
3	N21			
3	N22			
3	N23			
3	N24			
3	O01			
3	O02			
3	O03	CAGLP	163688	MET
3	O04			
3	O05	CLYBL	171425	MET
3	O06			
3	O07	ADCY4	196883	MET
3	O08			
3	O09	PRPS1L1	221823	MET
3	O10			
3	O11	RICTOR	253260	MET
3	O12			
3	O13	SLC25A30	253512	MET
3	O14			
3	O15	PGM2L1	283209	MET
3	O16			
3	O17	PIGW	284098	MET
3	O18			
3	O19	PHGDHL1	337867	MET
3	O20			
3	O21	SLC25A35	399512	MET
3	O22			
3	O23			
3	O24			
3	P01			
3	P02			
3	P03			
3	P04			
3	P05			
3	P06			
3	P07			
3	P08			
3	P09			
3	P10			
3	P11			
3	P12			
3	P13			
3	P14			
3	P15			
3	P16			
3	P17			
3	P18			
3	P19			
3	P20			
3	P21			
3	P22			
3	P23			
3	P24			
4	A01			
4	A02			
4	A03	DOT1L	84444	PHO
4	A04	ACP6	51205	PHO
4	A05	DUSP10	11221	PHO
2	F13	MTMR2	8898	MET
4	K19	PFKFB3	5209	PHO
4	A08	PFKFB2	5208	PHO
4	A09	CTDSP1	58190	PHO
4	K13	G6PC	2538	PHO
4	A11	PTPRJ	5795	PHO
4	A12	NT5C	30833	PHO
4	A13	NT5M	56953	PHO
4	A14	PPM2C	54704	PHO
4	A15	CDC25A	993	PHO
4	A16	PPP2R1A	5518	PHO
4	A17	PPP3CA	5530	PHO
4	A18	PTPN23	25930	PHO
3	A05	G6PC2	57818	MET
4	A20	CDKN3	1033	PHO
4	A21	ALPPL2	251	PHO
4	A22	PPAP2B	8613	PHO
4	A23			
4	A24			
4	B01			
4	B02			
4	B03	PPP1R16B	26051	PHO
4	B04	DUSP23	54935	PHO
4	B05	MINPP1	9562	PHO
4	B06	MTMR9	66036	PHO
4	B07	PTPN9	5780	PHO
4	B08	PPP2R2C	5522	PHO
4	B09	PTPN12	5782	PHO
4	B10	PTPRN2	5799	PHO
4	B11	PTPRU	10076	PHO
4	B12	PPM1H	57460	PHO
4	B13	DUSP2	1844	PHO
4	K06	PTPN1	5770	PHO
4	L13	PGAM1	5223	PHO
4	B16	PTPN7	5778	PHO
4	B17	PTP4A2	8073	PHO
4	B18	PTPN3	5774	PHO
4	B19	PGAM4	441531	PHO
4	B20	PPEF2	5470	PHO
4	B21	ENPP7	339221	PHO
4	B22	NUDT11	55190	PHO
4	B23			
4	B24			
4	C01			
4	C02			
4	C03	SGPP1	81537	PHO
4	C04	IMPA2	3613	PHO
4	C05	PPP1R3A	5506	PHO
4	C06	PTPN14	5784	PHO
4	C07	PTPN5	84867	PHO
4	C08	PPP2R2B	5521	PHO
4	C09	DUSP11	8446	PHO
4	C10	PPP1R7	5510	PHO
4	C11	PTPDC1	138639	PHO
4	C12	SSH2	85464	PHO
4	C13	MTMR4	9110	PHO
2	C13	PGAM2	5224	MET
4	C15	PPP1R1B	84152	PHO
2	K07	PPP1CC	5501	MET
4	C17	G6PC3	92579	PHO
4	C18	TENS1	64759	PHO
4	C19	FLJ32332	132160	PHO
4	C20	PON2	5445	PHO
4	C21	PTPRO	5800	PHO
4	C22	PPP6C	5537	PHO
4	C23			
4	C24			
4	D01			
4	D02			
4	D03	STYX	6815	PHO
4	D04	INPP1	3628	PHO
4	D05	PON1	5444	PHO
4	D06	EYA3	2140	PHO
4	D07	MGC10067	134510	PHO
4	D08	CDC14A	8556	PHO
4	D09	PPP2R2D	55844	PHO
4	D10	PTPNS1	140885	PHO
4	D11	DLG7	9787	PHO
4	D12	LHPP	64077	PHO
4	D13	PTPN20A	653129	PHO
4	D14	PPP1R12C	54776	PHO
4	D15	SYNJ1	8867	PHO
4	D16	TPTE	7179	PHO
4	D17	PPP1CB	5500	PHO
4	D18			
4	D19	DUSP8	1850	PHO
4	D20			
2	A19	PFKFB1	5207	MET
4	D22			
4	D23			
4	D24			
4	E01			
4	E02			
4	E03	ALPL	249	PHO
4	E04	PPP5C	5536	PHO
4	E05	NUDT14	256281	PHO
4	E06	TPTE2	93492	PHO
4	E07	EYA4	2070	PHO
4	E08	PPAP2C	8612	PHO
4	E09	DUSP5	1847	PHO
4	E10	PPP1R1C	151242	PHO
4	E11	PTPRD	5789	PHO
4	E12	PTP4A3	11156	PHO
4	E13	DUSP4	1846	PHO
4	E14	PPP1R2	5504	PHO
4	E15	MTM1	4534	PHO
4	E16	WBP11	51729	PHO
4	P15	PPP1CA	5499	PHO
4	E18	PPP1R1A	5502	PHO
1	F17	G6PC	2538	MET
4	E20	SGPP2	130367	PHO
4	E21	PPP2R4	5524	PHO
4	E22	PTPLB	201562	PHO
4	E23			
4	E24			
4	F01			
4	F02			
4	F03	PPM1D	8493	PHO
4	F04			
4	F05	PTPRC	5788	PHO
4	F06			
4	F07	PPAPDC2	403313	PHO
4	F08			
4	F09	DUSP9	1852	PHO
4	F10			
4	F11	PPAP2A	8611	PHO
4	F12			
4	F13	PDP2	57546	PHO
4	F14			
4	F15	INPP4B	8821	PHO
4	F16			
4	F17	MTMR3	8897	PHO
4	F18			
4	F19	ACP1	52	PHO
4	F20			
4	F21	TIMM50	92609	PHO
4	F22			
4	F23			
4	F24			
4	G01			
4	G02			
4	G03	PTPRT	11122	PHO
4	G04	ALPI	248	PHO
4	G05	CTDP1	9150	PHO
4	G06	BPNT1	10380	PHO
4	G07	NUDT15	55270	PHO
4	G08	ACP5	54	PHO
4	G09	PTPN2	5771	PHO
4	G10	INPP5A	3632	PHO
4	G11	PIB5PA	27124	PHO
4	G12	PPM1E	22843	PHO
4	G13	PTPRH	5794	PHO
1	F14	INPP5D	3635	MET
4	G15	PPM1B	5495	PHO
4	G16	PPM1F	9647	PHO
4	G17	FLJ23751	92370	PHO
4	G18	PPP2R1B	5519	PHO
4	G19	PPP4C	5531	PHO
4	G20	FBP2	8789	PHO
4	G21	NUDT1	4521	PHO
4	G22	DUSP7	1849	PHO
4	G23			
4	G24			
4	H01			
4	H02			
4	H03	EYA1	2138	PHO
4	H04			
4	H05	NT5C2	22978	PHO
4	H06			
2	K11	PPP1R3D	5509	MET
4	H08			
4	H09	PPP2CZ	333926	PHO
4	H10			
4	H11	PPP2R5E	5529	PHO
4	H12			
4	H13	PPP2CB	5516	PHO
4	H14			
4	H15	OCRL	4952	PHO
4	H16			
2	A08	PTEN	5728	MET
4	H18			
4	H19	PPEF1	5475	PHO
4	H20			
4	H21	DUSP1	1843	PHO
4	H22			
4	H23			
4	H24			
4	I01			
4	I02			
4	I03	PHPT1	29085	PHO
4	I04	PPFIA4	8497	PHO
4	I05	PTPN21	11099	PHO
4	I06	IGBP1	3476	PHO
4	I07	EYA2	2139	PHO
4	I08	DUSP13	51207	PHO
4	I09	DLG1	1739	PHO
4	I10	SBF1	6305	PHO
4	I11	PR48	28227	PHO
4	I12	PPP1R8	5511	PHO
4	I13	MK-STYX	51657	PHO
4	I14	NT5C1B	93034	PHO
4	I15	INPP4A	3631	PHO
4	I16	PPP1R12A	4659	PHO
4	I17	PTPN13	5783	PHO
4	I18	C9ORF67	84814	PHO
4	C14	KIAA0377	9677	PHO
4	I20	NUDT12	83594	PHO
4	I21	EPM2A	7957	PHO
4	I22	CDC25B	994	PHO
4	I23			
4	I24			
4	J01			
4	J02			
4	J03	ACPT	93650	PHO
4	J04			
4	J05	PTPRZ1	5803	PHO
4	J06			
4	J07	PTPLA	9200	PHO
4	J08			
4	J09	PPP2R5A	5525	PHO
4	J10			
4	J11	PTPMT1	114971	PHO
4	J12			
4	J13	DUSP12	11266	PHO
4	J14			
4	J15	PPP3CC	5533	PHO
4	J16			
4	J17	INPPL1	3636	PHO
4	J18			
4	J19	PPP2CA	5515	PHO
4	J20			
4	J21	TA-PP2C	160760	PHO
4	J22			
4	J23			
4	J24			
4	K01			
4	K02			
4	K03	PPM1A	5494	PHO
4	K04	NUDT4	11163	PHO
4	K05	DUSP21	63904	PHO
4	E17	PSPH	5723	PHO
4	O16	MTMR6	9107	PHO
4	K08	DUSP15	128853	PHO
4	K09	DKFZP566K0524	26095	PHO
4	K10	PPP1R13B	23368	PHO
4	K11	NT5C3	51251	PHO
4	K12	DKFZP761G058	152926	PHO
2	J03	KIAA0377	9677	MET
4	K14	MTMR7	9108	PHO
4	K15	ACP2	53	PHO
4	K16	CTDSP2	10106	PHO
4	K17	PPP2R2A	5520	PHO
4	K18	THTPA	79178	PHO
4	E19	CDC25C	995	PHO
4	K20	DUSP22	56940	PHO
4	K21	PTPN18	26469	PHO
4	K22	PTPRR	5801	PHO
4	K23			
4	K24			
4	L01			
4	L02			
4	L03	PTPRB	5787	PHO
4	L04			
4	L05	PPP1R15B	84919	PHO
4	L06			
4	L07	INPP5B	3633	PHO
4	L08			
4	L09	PTP4A1	7803	PHO
4	L10			
4	L11	PALD	27143	PHO
4	L12			
4	D21	IMPA1	3612	PHO
4	L14			
4	L15	NUDT9	53343	PHO
4	L16			
4	L17	SYNJ2	8871	PHO
4	L18			
4	L19	PTPRM	5797	PHO
4	L20			
4	L21	PPP3CB	5532	PHO
4	L22			
4	L23			
4	L24			
4	M01			
4	M02			
4	M03	PTPN11	5781	PHO
4	M04	PPP2R5D	5528	PHO
4	M05	PPFIA1	8500	PHO
4	M06	ACPP	55	PHO
4	M07	PPP1R14B	26472	PHO
4	M08	SSH3	54961	PHO
4	M09	PTPRA	5786	PHO
4	M10	LPPR4	9890	PHO
4	M11	PPP3R1	5534	PHO
4	M12	PTPN22	26191	PHO
4	M13	PPP2R3A	5523	PHO
4	M14	PTPN4	5775	PHO
4	M15	FLJ25449	151649	PHO
4	M16	PPFIBP2	8495	PHO
4	M17	FLJ22405	64419	PHO
4	M18	PPP1R12B	4660	PHO
4	M19	INPP5E	56623	PHO
4	M20	PPP3R2	5535	PHO
4	M21	KIAA0310	9919	PHO
4	M22	CDC14B	8555	PHO
4	M23			
4	M24			
4	N01			
4	N02			
4	N03	MTMR8	55613	PHO
4	N04			
4	N05	PTPRN	5798	PHO
4	N06			
4	N07	PTPRE	5791	PHO
4	N08			
4	N09	DUSP16	80824	PHO
4	N10			
4	N11	PTPRS	5802	PHO
4	N12			
4	N13	PSPHL	8781	PHO
4	N14			
4	N15	DUSP6	1848	PHO
4	N16			
4	N17	SACM1L	22908	PHO
4	N18			
2	C03	PFKFB4	5210	MET
4	N20			
4	A07	PPP1R3C	5507	PHO
4	N22			
4	N23			
4	N24			
4	O01			
4	O02			
4	O03	DUSP14	11072	PHO
4	O04	NUDT5	11164	PHO
4	O05	SSH1	54434	PHO
4	O06	PPFIA3	8541	PHO
4	O07	DUSP3	1845	PHO
4	O08	PTPRG	5793	PHO
4	O09	ILKAP	80895	PHO
4	O10	DUSP18	150290	PHO
4	O11	PTPN6	5777	PHO
4	O12	NT5E	4907	PHO
4	O13	SET	6418	PHO
4	O14	PPM1L	151742	PHO
4	O15	NUDT3	11165	PHO
2	A12	PTPRF	5792	MET
4	O17	NT5C1A	84618	PHO
4	O18	PPM1G	5496	PHO
4	O19	DUSP19	142679	PHO
4	O20	ALPP	250	PHO
4	O21	CILP	8483	PHO
4	O22			
4	O23			
4	O24			
4	P01			
4	P02			
4	P03	PTPRK	5796	PHO
4	P04			
4	P05	PPAPDC1	196051	PHO
4	P06			
4	P07	NUDT2	318	PHO
4	P08			
4	P09	SKIP	51763	PHO
4	P10			
4	P11	PPP2R5B	5526	PHO
4	P12			
4	P13	RNGTT	8732	PHO
4	P14			
4	H07	MTMR1	8776	PHO
4	P16			
1	G06	CDC25C	995	MET
4	P18			
4	P19	PPFIA2	8499	PHO
4	P20			
4	P21	PPP4R1	9989	PHO
4	P22			
4	P23			
4	P24			
